id,brand,movement,case_material,bracelet_material,condition,scope_of_delivery,gender,price,availability,watches_sold
11817,Dewitt,Automatic,Rose gold,Crocodile skin,New,No Box and papers,Men's watch/Unisex,32396.0,Available,407
11819,Bruno Söhnle,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,483.0,Available Upon Request,7780
11821,Dubey & Schaldenbrand,Automatic,Rose gold,Leather,Used (Good),Original Box,Women's watch,3431.0,Available,2439
11823,Omega,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,4275.0,Available,20
11825,Orient,Automatic,Steel,Steel,Used,No Box and papers,Men's watch/Unisex,313.0,Available,17875
11826,Ulysse Nardin,Automatic,Carbon,Textile,New,Original Box and Papers,Men's watch/Unisex,12496.0,Available Upon Request,1
11827,Sevenfriday,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,1627.0,Available,935
11828,Hanhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2314.0,Available,726
11829,Pequignet,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,1019.0,Available,1425
11831,Bell & Ross,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,5000.0,Available Upon Request,266
11834,Daniel Roth,Automatic,Yellow gold,Leather,Used (Good),Original Paper,Men's watch/Unisex,14530.0,Available,67
11835,Corum,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,3520.0,Available,545
11836,Versace,Quartz,Gold/Steel,Leather,Used (Good),No Box and papers,Women's watch,689.0,Available,1583
11839,Guess,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,162.0,Available,14642
11840,Locman,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,434.0,Available,1287
11843,Alain Silberstein,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,7050.0,Available,31
11844,Panerai,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,4900.0,Available,240
11845,Concord,Quartz,Yellow gold,Yellow gold,New,Original Box and Papers,Women's watch,19995.0,Available,546
11846,Montblanc,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,2995.0,Available,2
11851,Bedat & Co,Automatic,Steel,Steel,Used (Good),No Box and papers,Women's watch,5450.0,Available,4
11853,Daniel Roth,Automatic,Steel,Alligator skin,Used (Good),No Box and papers,Men's watch/Unisex,7699.0,Available,902
11854,Certina,Automatic,Steel,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,812.0,Available,4594
11859,Certina,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,907.0,Available,726
11860,Davosa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1724.0,Available Upon Request,401
11864,Glashütte Original,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,8275.0,Available,1125
11865,Lip,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1300.0,Available Upon Request,3109
11867,Doxa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2500.0,Available,3531
11868,Arnold & Son,Manual winding,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,14000.0,Available,1606
11874,Orient,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,394.0,Available,152
11875,Orient,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,324.0,Available,2073
11877,Sevenfriday,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1214.0,Available Upon Request,14950
11878,De Grisogono,Quartz,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,8165.0,Available,811
11882,Tudor,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3845.0,Available,2662
11883,Bedat & Co,Quartz,Steel,Steel,Used (Good),Original Box and Papers,Women's watch,1700.0,Available,20
11886,Sevenfriday,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,5694.0,Available,935
11890,Rolex,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,12900.0,Available,240
11895,Chanel,Quartz,Ceramic,Ceramic,Used (Good),No Box and papers,Women's watch,4499.0,Available Upon Request,522
11896,TAG Heuer,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1275.0,Available,431
11902,Favre-Leuba,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,705.0,Available,1921
11904,Formex,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,1057.0,Available Upon Request,1076
11906,Atlantic,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1626.0,Available,2073
11907,Cartier,Automatic,Steel,Crocodile skin,New,No Box and papers,Men's watch/Unisex,4650.0,Available,306
11909,Ernest Borel,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1528.0,Available,313
11910,Squale,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,1898.0,Available,1072
11913,Breitling,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,2550.0,Available,397
11915,Vostok,Automatic,Steel,Silicon,New,Original Box and Papers,Men's watch/Unisex,362.0,Available,1608
11916,H.Moser & Cie.,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,26282.0,Available,0
11917,Seiko,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,449.0,Available,733
11919,Police,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,118.0,Available,14642
11920,Franck Muller,Manual winding,Platinum,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,47800.0,Available,172
11921,Franck Muller,Automatic,Rose gold,Alligator skin,New,Original Box and Papers,Men's watch/Unisex,8995.0,Available,30
11924,Meistersinger,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,2375.0,Available,159
11927,Nivada,Automatic,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,675.0,Available,1393
11928,Hanhart,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,965.0,Available Upon Request,251
11929,Louis Vuitton,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1208.0,Available,1366
11930,Zeno-Watch Basel,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2780.0,Available,549
11932,Tiffany,Quartz,Yellow gold,Leather,Used (Good),Original Box,Women's watch,1966.0,Available,823
11934,Gruen,Manual winding,Platinum,White gold,Used (Good),No Box and papers,Women's watch,5750.0,Available,94
11935,Revue Thommen,Automatic,Steel,Rubber,New,Original Box,Men's watch/Unisex,948.0,Available,1369
11936,Epos,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2038.0,Available Upon Request,566
11938,Franck Muller,Automatic,White gold,Crocodile skin,Used (Good),Original Box,Men's watch/Unisex,5500.0,Available,1606
11939,Swiss Military,Quartz,Steel,Steel,New,No Box and papers,Men's watch/Unisex,235.0,Available Upon Request,445
11940,Laco,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,531.0,Available,1474
11941,Tudor,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,3895.0,Available,226
11942,Ball,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,1500.0,Available,232
11943,Breitling,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,4000.0,Available,544
11944,Certina,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,356.0,Available,470
11947,Ernest Borel,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,835.0,Available,62
11948,Vostok,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,379.0,Available,2054
11949,Milus,Automatic,White gold,Leather,New,Original Box and Papers,Men's watch/Unisex,34700.0,Available,239
11950,Casio,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,827.0,Available,3061
11951,Louis Moinet,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,11930.0,Available,42
11953,Police,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,216.0,Available,1608
11954,Versace,Quartz,Steel,Steel,Used,Original Paper,Men's watch/Unisex,366.0,Available,17875
11956,Jaquet-Droz,Automatic,Ceramic,Textile,New,Original Box and Papers,Men's watch/Unisex,13750.0,Available Upon Request,310
11957,Concord,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,740.0,Available,937
11958,Cartier,Manual winding,Silver,Leather,Used,Original Box and Papers,Men's watch/Unisex,2699.0,Available,50
11959,Hublot,Manual winding,Ceramic,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,16899.0,Available,2
11960,Junghans,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,1035.0,Available,249
11963,Casio,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,520.0,Available,1177
11965,Richard Mille,Manual winding,Ceramic,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,345000.0,Available,1281
11966,Paul Picot,Quartz,Steel,Leather,Used (Good),Original Paper,Men's watch/Unisex,568.0,Available,17875
11967,U-Boat,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,2995.0,Available,751
11970,Zodiac,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,675.0,Available,431
11972,Laco,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1226.0,Available,500
11973,Mühle Glashütte,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1517.0,Available,45
11975,Michele,Quartz,Steel,Steel,New,No Box and papers,Women's watch,1700.0,Available,445
11977,Certina,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,593.0,Available Upon Request,314
11978,Breitling,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,6475.0,Available,1125
11979,Breitling,Automatic,Gold/Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,6500.0,Available,1281
11980,Cvstos,Automatic,Steel,Rubber,Used,Original Box and Papers,Men's watch/Unisex,4242.0,Available,17875
11982,Roger Dubuis,Automatic,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,8950.0,Available,521
11983,Grand Seiko,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,5450.0,Available,73
11984,A. Lange & Söhne,Automatic,White gold,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,22950.0,Available,3088
11986,Chopard,Manual winding,Platinum,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,74700.0,Available,239
11987,Breitling,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,5950.0,Available,615
11989,Jacques Lemans,Quartz,Steel,Ceramic,New,Original Box and Papers,Men's watch/Unisex,270.0,Available,401
11991,NOMOS,Manual winding,Steel,Leather,New,Original Box,Women's watch,1672.0,Available,2224
11992,Maurice Lacroix,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,799.0,Available,17875
11993,Zenith,Automatic,Steel,Alligator skin,Used (Good),No Box and papers,Men's watch/Unisex,2199.0,Available,902
11995,Mühle Glashütte,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,2950.0,Available,94
11997,Arnold & Son,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,17352.0,Available,5193
11998,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,270.0,Available,14642
11999,IWC,Automatic,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,17199.0,Available,782
12003,Paul Picot,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,613.0,Available,240
12004,Carl F. Bucherer,Automatic,Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,3998.0,Available Upon Request,441
12007,Ball,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2000.0,Available,1606
12015,Bruno Söhnle,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,949.0,Available,7780
12016,Festina,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,97.0,Available,14642
12018,Girard Perregaux,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2874.0,Available,303
12019,Hermès,Automatic,Steel,Leather,Used,Original Box and Papers,Men's watch/Unisex,1137.0,Available,17875
12020,Seiko,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1800.0,Available,457
12021,Eterna,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3796.0,Available,1583
12022,Lemania,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2983.0,Available,433
12023,Chronographe Suisse Cie,Manual winding,Yellow gold,Lizard skin,Used (Good),No Box and papers,Men's watch/Unisex,1367.0,Available,67
12025,Wenger,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,194.0,Available,14642
12027,Timex,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,130.0,Available,1393
12028,Maurice Lacroix,Quartz,Steel,Steel,New,Original Box,Men's watch/Unisex,1074.0,Available,2224
12031,Chanel,Automatic,Ceramic,Ceramic,Used (Good),Original Paper,Men's watch/Unisex,5152.0,Available,207
12032,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1963.0,Available,680
12033,Rado,Quartz,Steel,Ceramic,Used,No Box and papers,Women's watch,399.0,Available,463
12034,Seiko,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,675.0,Available,3061
12036,Grand Seiko,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,3650.0,Available,225
12037,Laco,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,369.0,Available,1474
12039,Sinn,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3894.0,Available,509
12043,Louis Erard,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1464.0,Available,116
12044,Norqain,Automatic,Steel,Steel,New,Original Box and Papers,Women's watch,2435.0,Available Upon Request,770
12046,Citizen,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,374.0,Available,901
12049,Squale,Automatic,Bronze,Textile,New,Original Box and Papers,Men's watch/Unisex,1564.0,Available,2141
12050,Michele,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1450.0,Available,431
12051,Nivada,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1191.0,Available Upon Request,1076
12052,Tutima,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2029.0,Available,393
12054,Breitling,Automatic,Ceramic,Calf skin,Used (Good),Original Box and Papers,Men's watch/Unisex,7000.0,Available,457
12055,Chanel,Automatic,Ceramic,Ceramic,Used (Good),No Box and papers,Men's watch/Unisex,7950.0,Available,521
12056,Laco,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,1009.0,Available Upon Request,1474
12057,Laurent Ferrier,Manual winding,Platinum,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,70622.0,Available Upon Request,441
12058,TAG Heuer,Quartz,Titanium,Rubber,Used (Good),Original Box,Men's watch/Unisex,1395.0,Available,615
12059,Armand Nicolet,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1474.0,Available,2439
12061,Pequignet,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,343.0,Available,1425
12062,Maserati,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,275.0,Available,14642
12063,Panerai,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4275.0,Available,2
12066,Bell & Ross,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,4565.0,Available,17
12067,Bedat & Co,Quartz,Steel,Leather,Used,Original Paper,Women's watch,366.0,Available,17875
12069,Breguet,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3995.0,Available,1506
12073,Hugo Boss,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,363.0,Available Upon Request,3109
12075,Audemars Piguet,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,47500.0,Available,102
12077,Glycine,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,813.0,Available,273
12078,Elgin,Manual winding,Platinum,Platinum,Used (Good),No Box and papers,Women's watch,750.0,Available,71
12080,Alpina,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,2337.0,Available Upon Request,358
12083,Jaquet-Droz,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,8700.0,Available,239
12085,Police,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,151.0,Available,1608
12086,Van Der Bauwede,Quartz,Silver,Silver,Used,Original Box and Papers,Women's watch,1030.0,Available,383
12090,Bruno Söhnle,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1556.0,Available Upon Request,7780
12091,Venezianico,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,971.0,Available,819
12095,Vostok,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,140.0,Available,805
12099,A. Lange & Söhne,Manual winding,White gold,Alligator skin,Used (Good),No Box and papers,Men's watch/Unisex,23950.0,Available,3088
12100,Raymond Weil,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1250.0,Available,580
12101,Louis Erard,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3300.0,Available Upon Request,3531
12102,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2592.0,Available,77
12103,Omega,Manual winding,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,5150.0,Available,164
12108,Glycine,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,949.0,Available,2953
12109,Zeppelin,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,308.0,Available,14642
12110,Bruno Söhnle,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1079.0,Available,1244
12111,Raymond Weil,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1785.0,Available,580
12112,Glycine,Automatic,Steel,Textile,Used (Good),Original Box,Men's watch/Unisex,737.0,Available,476
12117,TW Steel,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,733.0,Available,14642
12119,Lemania,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,6453.0,Available,318
12120,Maserati,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,273.0,Available,14642
12124,Laco,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1204.0,Available Upon Request,1076
12127,Ingersoll,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,347.0,Available,14642
12128,Ingersoll,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,345.0,Available,14642
12130,Breitling,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,7899.0,Available,1281
12134,Arnold & Son,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,10737.0,Available,18
12135,Union Glashütte,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,2082.0,Available Upon Request,12533
12139,U-Boat,Manual winding,Steel,Leather,New,Original Box,Men's watch/Unisex,2196.0,Available,1
12140,Jaeger-LeCoultre,Automatic,Ceramic,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,6500.0,Available,1606
12141,Gruen,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1299.0,Available,144
12142,Vostok,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,606.0,Available,1608
12144,Cuervo y Sobrinos,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,3145.0,Available Upon Request,3109
12145,ZRC,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,3568.0,Available,358
12146,Versace,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,422.0,Available,14642
12148,Harry Winston,Automatic,Rose gold,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,27000.0,Available Upon Request,327
12155,Van Der Bauwede,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1250.0,Available,1
12156,TW Steel,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,379.0,Available,14642
12157,Davosa,Automatic,Steel,Steel,New,Original Box and Papers,Women's watch,1079.0,Available Upon Request,8544
12158,Hanhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3096.0,Available Upon Request,599
12159,Panerai,Manual winding,Ceramic,Leather,Used (Good),Original Paper,Men's watch/Unisex,4025.0,Available,1296
12160,De Grisogono,Automatic,White gold,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,10737.0,Available,518
12162,Pequignet,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,4205.0,Available Upon Request,99
12163,Alfred Dunhill,Quartz,Gold/Steel,Steel,Used (Good),Original Box,Women's watch,514.0,Available,374
12164,Hermès,Quartz,Gold/Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,2000.0,Available,41
12167,Spinnaker,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,248.0,Available,14642
12168,Laco,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,7050.0,Available,1072
12170,Elgin,Manual winding,Steel,Leather,Used,No Box and papers,Men's watch/Unisex,195.0,Available,1393
12172,Raketa,Manual winding,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,493.0,Available,78
12173,Breguet,Automatic,Yellow gold,Alligator skin,Used (Good),No Box and papers,Men's watch/Unisex,10950.0,Available,3088
12174,NOMOS,Manual winding,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,1270.0,Available Upon Request,314
12177,Davosa,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,1101.0,Available,363
12178,Certina,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,352.0,Available,274
12179,Wittnauer,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,375.0,Available,1393
12180,Rolex,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,9975.0,Available,150
12181,Bell & Ross,Automatic,Bronze,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,5150.0,Available,3088
12182,Ebel,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2100.0,Available,811
12183,Patek Philippe,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,231000.0,Available,243
12186,Omega,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,3850.0,Available,93
12187,Swiss Military,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,389.0,Available,14642
12191,A. Lange & Söhne,Manual winding,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,31000.0,Available,0
12192,Orient,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,650.0,Available,319
12195,Yema,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,316.0,Available,1087
12196,Frederique Constant,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,950.0,Available,2264
12199,Mondaine,Quartz,Plastic,Textile,New,Original Box and Papers,Women's watch,220.0,Available,1425
12200,Oris,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2000.0,Available,457
12202,Jacob & Co.,Quartz,Steel,Leather,New,No Box and papers,Women's watch,1799.0,Available,266
12203,Titus,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2249.0,Available,906
12204,Gucci,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1095.0,Available,1606
12205,Laco,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1399.0,Available Upon Request,401
12206,Wenger,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,346.0,Available,14642
12207,NOMOS,Manual winding,Steel,Calf skin,Used (Good),Original Box,Men's watch/Unisex,1291.0,Available,71
12208,Omega,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,8750.0,Available,20
12209,Vulcain,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1638.0,Available,1076
12210,Chopard,Quartz,Yellow gold,Yellow gold,Used (Good),Original Box and Papers,Men's watch/Unisex,15800.0,Available,284
12213,Pequignet,Quartz,Steel,Steel,Used (Good),Original Paper,Men's watch/Unisex,871.0,Available,1425
12214,Hermès,Quartz,Gold-plated,Leather,Used (Good),Original Box and Papers,Women's watch,1941.0,Available,4404
12215,Lemania,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,23973.0,Available,30
12217,Revue Thommen,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1005.0,Available Upon Request,549
12218,Vulcain,Automatic,Bronze,Rubber,New,Original Box and Papers,Men's watch/Unisex,1729.0,Available,374
12222,Aerowatch,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2917.0,Available Upon Request,566
12223,Zeno-Watch Basel,Automatic,Steel,Leather,New,No Box and papers,Men's watch/Unisex,2780.0,Available,579
12225,Chopard,Quartz,Yellow gold,Crocodile skin,Used (Good),Original Box,Men's watch/Unisex,8800.0,Available,284
12227,Sea-Gull,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,729.0,Available,2054
12228,Sinn,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1899.0,Available,902
12230,Franck Muller,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,12999.0,Available,1126
12231,Certina,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2711.0,Available,340
12232,Blancpain,Automatic,Ceramic,Ceramic,New,Original Box and Papers,Men's watch/Unisex,16999.0,Available,1281
12233,Hanhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3131.0,Available,2482
12234,Ebel,Quartz,White gold,White gold,New,Original Box and Papers,Women's watch,12500.0,Available,27
12235,Ressence,Automatic,Titanium,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,19300.0,Available,2040
12236,Porsche Design,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2549.0,Available,535
12240,NOMOS,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3100.0,Available,266
12241,Bovet,Manual winding,Titanium,Textile,New,Original Box and Papers,Men's watch/Unisex,30000.0,Available,20
12243,Certina,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,816.0,Available,1177
12244,Guess,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,194.0,Available,1608
12245,Hermès,Quartz,Yellow gold,Alligator skin,Used (Good),Original Box and Papers,Women's watch,6450.0,Available,3088
12248,Venezianico,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,488.0,Available Upon Request,819
12250,Perrelet,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2995.0,Available,1606
12251,Gruen,Manual winding,Gold/Steel,Leather,Used,No Box and papers,Men's watch/Unisex,495.0,Available,1393
12253,De Grisogono,Automatic,Steel,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,3796.0,Available,19
